,0069,92,00ED4
R,00CA,39,008FA
R,00CA,3A,0063F
R,00CA,3B,001DF
R,00CA,3C,0157B
R,00CA,3D,00ED3
R,00CA,3E,0105C
R,00CA,3F,00276
R,00CA,40,00508
R,00CA,41,00E82
R,00CA,42,00FD8
R,00CA,43,0134D
R,00CA,44,009DA
R,00CA,45,003F7
R,00CA,46,0119C
R,00CA,47,003B7
R,00CA,48,005F9
R,00CA,49,0135F
R,00CA,4A,00688
R,00CA,4B,0136B
R,00CA,4C,00455
R,00CA,4D,014C6
R,00CA,4E,01294
R,00CA,4F,01121
R,00CA,50,00D6B
R,00CA,51,0139C
R,00CA,52,00602
R,00CA,53,0071A
R,00CA,54,013B4
R,00CA,55,00E44
R,00CA,56,001EC
R,00CA,57,0146F
R,00CA,58,00488
R,00CA,59,011FC
R,00CA,5A,014D9
R,00CA,5B,01568
R,00CA,5C,0095C
R,00CA,5D,001E9
R,00CA,5E,00D70
R,00CA,5F,0067D
R,00CA,60,005F7
R,00CA,61,00A23
R,00CA,62,006C6
R,00CA,63,009DB
R,00CA,64,008C5
R,00CA,65,00FD6
R,00CA,66,01311
R,00CA,67,014CF
R,00CA,68,00ECF
R,00CA,69,01662
R,00CA,6A,00F49
R,00CA,6B,00880
R,00CA,6C,01270
R,00CA,6D,00F57
R,00CA,6E,01670
R,00CA,6F,00D16
R,00CA,70,01604
R,00CA,71,00AB4
R,00CA,72,0112D
R,00CA,73,010A4
R,00CA,74,006C6
R,00CA,75,010AE
R,00CA,76,001AF
R,00CA,77,01528
R,00CA,78,00840
R,00CA,79,0073F
R,00CA,7A,00F39
R,00CA,7B,0121B
R,00CA,7C,009BF
R,00CA,7D,0162C
R,00CA,7E,00F1C
R,00CA,7F,005FC
R,00CA,80,0062D
R,00CA,81,00A2A
R,00CA,82,01386
R,00CA,83,01183
R,00CA,84,0086E
R,00CA,85,0060B
R,00CA,86,005A9
R,00CA,87,0106D
R,00CA,88,00D8F
R,00CA,89,00427
R,00CA,8A,00741
R,00CA,8B,00DFD
R,00CA,8C,010FB
R,00CA,8D,01370
R,00CA,8E,00666
R,00CA,8F,00DC7
R,00CA,90,014DA
R,00CA,91,00736
R,00CA,92,00ED1
R,00CA,93,009C9
R,00CA,94,00350
R,00CA,95,00817
R,00CA,96,00D2A
R,00CA,97,003A6
R,00CA,98,01617
R,00CA,99,010CE
R,00CA,9A,006B7
R,00CA,9B,00E3E
R,00CA,9C,00489
R,00CA,9D,00F44
R,00CA,9E,0103F
R,00CA,9F,0121F
R,00CA,A0,00485
R,00CA,A1,011B3
R,00CA,A2,013FE
R,00CA,A3,011A8
R,00CA,A4,00DDC
R,00CA,A5,00D97
R,00CA,A6,0139E
R,00CA,A7,015E2
R,00CA,A8,00DDE
R,00CA,A9,01345
R,00CA,AA,016A4
R,00CA,AB,0022E
R,00CA,AC,0024D
R,00CA,AD,00661
R,00CA,AE,0153E
R,00CA,AF,00767
R,00CA,B0,00EAB
R,00CA,B1,011EB
R,00CA,B2,00341
R,00CA,B3,0033C
R,00CA,B4,0136D
R,00CA,B5,01429
R,00CA,B6,01120
R,00CA,B7,010B8
R,00CA,B8,00611
R,00CA,B9,00210
R,00CA,BA,0024D
R,00CA,BB,00443
R,00CA,BC,0022C
R,00CA,BD,00DB0
R,00CA,BE,00579
R,00CA,BF,00720
R,00CA,C0,00C40
R,00CA,C1,0107C
R,00CA,C2,0137D
R,00CA,C3,0118C
R,00CA,C4,00531
R,00CA,C5,011D9
R,00CA,C6,008DB
R,00CA,C7,00B50
R,00CA,C8,004CC
R,00CA,C9,00AC4
R,00CA,CA,007D9
R,00CA,CB,0051C
R,00CA,CC,00A0B
R,00CA,CD,01652
R,00CA,CE,010CA
R,00CA,CF,01236
R,00CA,D0,0165B
R,00CA,D1,0157D
R,00CA,D2,01618
R,00CA,D3,00EC7
R,00CA,D4,00404
R,00CA,D5,012F7
R,00CA,D6,0058C
R,00CA,D7,015CC
R,00CA,D8,00468
R,00CA,D9,00536
R,00CA,DA,005C5
R,00CA,DB,002E2
R,00CA,DC,008BB
R,00CA,DD,0065F
R,00CA,DE,002D3
R,00CA,DF,006F5
R,00CA,E0,014EE
R,00CA,E1,00216
R,00CA,E2,00705
R,00CA,E3,011CD
R,00CA,E4,013F5
R,00CA,E5,01615
R,00CA,E6,00326
R,00CA,E7,00DB0
R,00CA,E8,00586
R,00CA,E9,01555
R,00CA,EA,014E6
R,00CA,EB,00AB6
R,00CA,EC,010BF
R,00CA,ED,0025B
R,00CA,EE,009D9
R,00CA,EF,001EC
R,00CA,F0,00C24
R,00CA,F1,01401
R,00CA,F2,00D90
R,00CA,F3,0087F
R,00CA,F4,00BF3
R,00CA,F5,00EF7
R,00CA,F6,008DB
R,00CA,F7,01589
R,00CA,F8,0036C
R,00CA,F9,00F2F
R,00CA,FA,00D76
R,00CA,FB,01524
R,00CA,FC,00884
R,00CA,FD,00EB8
R,00CA,FE,007A8
R,00CA,FF,00E9C
T,00CA,005524E2
R,00CB,00,009DC
R,00CB,01,0154B
R,00CB,02,01503
R,00CB,03,0041F
R,00CB,04,0085B
R,00CB,05,008B2
R,00CB,06,011AC
R,00CB,07,00B88
R,00CB,08,00511
R,00CB,09,00F3E
R,00CB,0A,00921
R,00CB,0B,0118E
R,00CB,0C,015A4
R,00CB,0D,00D86
R,00CB,0E,0032F
R,00CB,0F,013A0
R,00CB,10,01117
R,00CB,11,01653
R,00CB,12,00263
R,00CB,13,00EC3
R,00CB,14,01166
R,00CB,15,00835
R,00CB,16,00EAA
R,00CB,17,01602
R,00CB,18,00A12
R,00CB,19,0150C
R,00CB,1A,01462
R,00CB,1B,009AA
R,00CB,1C,00CA7
R,00CB,1D,01308
R,00CB,1E,00FD7
R,00CB,1F,0096B
R,00CB,20,00811
R,00CB,21,0136D
R,00CB,22,01574
R,00CB,23,01395
R,00CB,24,015B1
R,00CB,25,01582
R,00CB,26,00C1A
R,00CB,27,016A5
R,00CB,28,009AE
R,00CB,29,00D4B
R,00CB,2A,0061D
R,00CB,2B,006CD
R,00CB,2C,01527
R,00CB,2D,00BCB
R,00CB,2E,00967
R,00CB,2F,005DB
R,00CB,30,01292
R,00CB,31,0023F
R,00CB,32,00EF6
R,00CB,33,00D02
R,00CB,34,00211
R,00CB,35,004DD
R,00CB,36,00867
R,00CB,37,0104B
R,00CB,38,01685
R,00CB,39,0085E
R,00CB,3A,00653
R,00CB,3B,001E5
R,00CB,3C,01584
R,00CB,3D,00EEB
R,00CB,3E,010CE
R,00CB,3F,0029E
R,00CB,40,00572
R,00CB,41,00E2E
R,00CB,42,00F89
R,00CB,43,01366
R,00CB,44,00A1B
R,00CB,45,0041D
R,00CB,46,0119D
R,00CB,47,00386
R,00CB,48,005D0
R,00CB,49,0136B
R,00CB,4A,0067C
R,00CB,4B,012B8
R,00CB,4C,00431
R,00CB,4D,014C3
R,00CB,4E,012BB
R,00CB,4F,01183
R,00CB,50,00D69
R,00CB,51,01393
R,00CB,52,005EE
R,00CB,53,006E3
R,00CB,54,013CB
R,00CB,55,00E5D
R,00CB,56,001D3
R,00CB,57,0145F
R,00CB,58,004A2
R,00CB,59,01233
R,00CB,5A,0150D
R,00CB,5B,0155D
R,00CB,5C,0092E
R,00CB,5D,001DF
R,00CB,5E,00D88
R,00CB,5F,0065D
R,00CB,60,005D7
R,00CB,61,009EF
R,00CB,62,0065D
R,00CB,63,00ACA
R,00CB,64,00901
R,00CB,65,01046
R,00CB,66,01321
R,00CB,67,0153B
R,00CB,68,00F04
R,00CB,69,01670
R,00CB,6A,00F05
R,00CB,6B,00892
R,00CB,6C,0125E
R,00CB,6D,00F8C
R,00CB,6E,01664
R,00CB,6F,00D09
R,00CB,70,01616
R,00CB,71,00AC8
R,00CB,72,0113F
R,00CB,73,010CB
R,00CB,74,006C1
R,00CB,75,010F7
R,00CB,76,001CC
R,00CB,77,01518
R,00CB,78,00828
R,00CB,79,00744
R,00CB,7A,00F23
R,00CB,7B,011CB
R,00CB,7C,0098F
R,00CB,7D,01634
R,00CB,7E,00F4E
R,00CB,7F,005FC
R,00CB,80,00607
R,00CB,81,00A13
R,00CB,82,013AB
R,00CB,83,01174
R,00CB,84,00879
R,00CB,85,005DC
R,00CB,86,00590
R,00CB,87,0109A
R,00CB,88,00D6A
R,00CB,89,003F6
R,00CB,8A,0075D
R,00CB,8B,00D90
R,00CB,8C,01125
R,00CB,8D,0137C
R,00CB,8E,006CE
R,00CB,8F,00DD2
R,00CB,90,014BC
R,00CB,91,0072A
R,00CB,92,00EBE
R,00CB,93,009B3
R,00CB,94,00385
R,00CB,95,0084A
R,00CB,96,00CA6
R,00CB,97,00388
R,00CB,98,01627
R,00CB,99,010C7
R,00CB,9A,006D9
R,00CB,9B,00EC2
R,00CB,9C,00488
R,00CB,9D,00F09
R,00CB,9E,00FF7
R,00CB,9F,011AC
R,00CB,A0,00419
R,00CB,A1,011BC
R,00CB,A2,01395
R,00CB,A3,0118E
R,00CB,A4,00DB5
R,00CB,A5,00DCB
R,00CB,A6,01368
R,00CB,A7,015D0
R,00CB,A8,00DF5
R,00CB,A9,012A6
R,00CB,AA,0168C
R,00CB,AB,00208
R,00CB,AC,00242
R,00CB,AD,00614
R,00CB,AE,01536
R,00CB,AF,00712
R,00CB,B0,00EC7
R,00CB,B1,011CE
R,00CB,B2,0037B
R,00CB,B3,00378
R,00CB,B4,01333
R,00CB,B5,01440
R,00CB,B6,011A1
R,00CB,B7,010E0
R,00CB,B8,005E9
R,00CB,B9,001FE
R,00CB,BA,00272
R,00CB,BB,00438
R,00CB,BC,00255
R,00CB,BD,00D13
R,00CB,BE,00604
R,00CB,BF,00737
R,00CB,C0,00C61
R,00CB,C1,01079
R,00CB,C2,013B0
R,00CB,C3,011A8
R,00CB,C4,004FF
R,00CB,C5,0118F
R,00CB,C6,008F8
R,00CB,C7,00BAC
R,00CB,C8,004ED
R,00CB,C9,00B16
R,00CB,CA,0087D
R,00CB,CB,00533
R,00CB,CC,00A25
R,00CB,CD,01649
R,00CB,CE,010B9
R,00CB,CF,011C1
R,00CB,D0,01657
R,00CB,D1,015AE
R,00CB,D2,01655
R,00CB,D3,00F52
R,00CB,D4,0040C
R,00CB,D5,012DC
R,00CB,D6,005AA
R,00CB,D7,015D6
R,00CB,D8,004C0
R,00CB,D9,00565
R,00CB,DA,00575
R,00CB,DB,00303
R,00CB,DC,008BC
R,00CB,DD,0065B
R,00CB,DE,00270
R,00CB,DF,006AD
R,00CB,E0,01503
R,00CB,E1,0022D
R,00CB,E2,006FE
R,00CB,E3,011FE
R,00CB,E4,0143E
R,00CB,E5,015FB
R,00CB,E6,002FC
R,00CB,E7,00D52
R,00CB,E8,0054E
R,00CB,E9,0152D
R,00CB,EA,014EF
R,00CB,EB,00A3E
R,00CB,EC,010AB
R,00CB,ED,00263
R,00CB,EE,0099D
R,00CB,EF,001D7
R,00CB,F0,00C2E
R,00CB,F1,013FE
R,00CB,F2,00D8A
R,00CB,F3,00858
R,00CB,F4,00BAD
R,00CB,F5,00EA3
R,00CB,F6,008DB
R,00CB,F7,0159E
R,00CB,F8,0036F
R,00CB,F9,00F29
R,00CB,FA,00DA2
R,00CB,FB,014AB
R,00CB,FC,008BE
R,00CB,FD,00E69
R,00CB,FE,007F2
R,00CB,FF,00EB0
T,00CB,005513E9
R,00CC,00,009F3
R,00CC,01,01570
R,00CC,02,014F3
R,00CC,03,0040C
R,00CC,04,00858
R,00CC,05,008BC
R,00CC,06,011D2
R,00CC,07,00B82
R,00CC,08,0047D
R,00CC,09,00EFB
R,00CC,0A,0090E
R,00CC,0B,01193
R,00CC,0C,015A5
R,00CC,0D,00DE2
R,00CC,0E,0030A
R,00CC,0F,01387
R,00CC,10,01106
R,00CC,11,0162F
R,00CC,12,00259
R,00CC,13,00E3F
R,00CC,14,01151
R,00CC,15,0085D
R,00CC,16,00ED5
R,00CC,17,015E1
R,00CC,18,00A0B
R,00CC,19,01539
R,00CC,1A,01449
R,00CC,1B,0099F
R,00CC,1C,00D00
R,00CC,1D,01374
R,00CC,1E,01002
R,00CC,1F,00953
R,00CC,20,00800
R,00CC,21,013A5
R,00CC,22,0158B
R,00CC,23,01398
R,00CC,24,01593
R,00CC,25,0157B
R,00CC,26,00C4F
R,00CC,27,016A6
R,00CC,28,00928
R,00CC,29,00DA5
R,00CC,2A,005B2
R,00CC,2B,00680
R,00CC,2C,0155A
R,00CC,2D,00C13
R,00CC,2E,00974
R,00CC,2F,00586
R,00CC,30,0129D
R,00CC,31,00243
R,00CC,32,00EDD
R,00CC,33,00CCB
R,00CC,34,00263
R,00CC,35,00498
R,00CC,36,0087E
R,00CC,37,0104D
R,00CC,38,01675
R,00CC,39,00838
R,00CC,3A,0067B
R,00CC,3B,001D9
R,00CC,3C,0157A
R,00CC,3D,00E7A
R,00CC,3E,010B9
R,00CC,3F,002DE
R,00CC,40,00578
R,00CC,41,00E47
R,00CC,42,00F9E
R,00CC,43,0137A
R,00CC,44,00980
R,00CC,45,00414
R,00CC,46,011CB
R,00CC,47,003D1
R,00CC,48,0059B
R,00CC,49,013D6
R,00CC,4A,006A6
R,00CC,4B,0133A
R,00CC,4C,00433
R,00CC,4D,014E6
R,00CC,4E,01296
R,00CC,4F,01159
R,00CC,50,00E0F
R,00CC,51,0139C
R,00CC,52,00621
R,00CC,53,006D0
R,00CC,54,013D9
R,00CC,55,00E9E
R,00CC,56,001E4
R,00CC,57,01490
R,00CC,58,00473
R,00CC,59,011FB
R,00CC,5A,01503
R,00CC,5B,01558
R,00CC,5C,008E1
R,00CC,5D,001DA
R,00CC,5E,00D51
R,00CC,5F,00628
R,00CC,60,005C3
R,00CC,61,00A1A
R,00CC,62,006A9
R,00CC,63,00A9F
R,00CC,64,00963
R,00CC,65,00FD6
R,00CC,66,0132E
R,00CC,67,0153A
R,00CC,68,00F44
R,00CC,69,0164C
R,00CC,6A,00F12
R,00CC,6B,00860
R,00CC,6C,0118F
R,00CC,6D,00F81
R,00CC,6E,01683
R,00CC,6F,00CB9
R,00CC,70,0160E
R,00CC,71,00ADC
R,00CC,72,01162
R,00CC,73,010D7
R,00CC,74,00740
R,00CC,75,010D0
R,00CC,76,001A2
R,00CC,77,0153B
R,00CC,78,00837
R,00CC,79,00736
R,00CC,7A,00FBB
R,00CC,7B,0118C
R,00CC,7C,009B6
R,00CC,7D,01621
R,00CC,7E,00F81
R,00CC,7F,00639
R,00CC,80,00597
R,00CC,81,00A2B
R,00CC,82,0137E
R,00CC,83,01196
R,00CC,84,008C3
R,00CC,85,005BC
R,00CC,86,0056A
R,00CC,87,01059
R,00CC,88,00D32
R,00CC,89,00403
R,00CC,8A,00740
R,00CC,8B,00DF3
R,00CC,8C,010C6
R,00CC,8D,01385
R,00CC,8E,006C9
R,00CC,8F,00E1D
R,00CC,90,014E3
R,00CC,91,0070E
R,00CC,92,00ED3
R,00CC,93,00A54
R,00CC,94,00377
R,00CC,95,00855
R,00CC,96,00CC0
R,00CC,97,003D8
R,00CC,98,01637
R,00CC,99,0114A
R,00CC,9A,006BC
R,00CC,9B,00E44
R,00CC,9C,0048F
R,00CC,9D,00F14
R,00CC,9E,00FDB
R,00CC,9F,011B1
R,00CC,A0,00438
R,00CC,A1,01150
R,00CC,A2,01391
R,00CC,A3,011B7
R,00CC,A4,00DB2
R,00CC,A5,00D17
R,00CC,A6,01346
R,00CC,A7,015B7
R,00CC,A8,00E36
R,00CC,A9,01305
R,00CC,AA,016B1
R,00CC,AB,0024D
R,00CC,AC,0024E
R,00CC,AD,00620
R,00CC,AE,01520
R,00CC,AF,00750
R,00CC,B0,00EB9
R,00CC,B1,01173
R,00CC,B2,00313
R,00CC,B3,00354
R,00CC,B4,0135A
R,00CC,B5,013D9
R,00CC,B6,01178
R,00CC,B7,010FE
R,00CC,B8,005FF
R,00CC,B9,00220
R,00CC,BA,0028F
R,00CC,BB,0041B
R,00CC,BC,00229
R,00CC,BD,00D1C
R,00CC,BE,005DC
R,00CC,BF,0073A
R,00CC,C0,00C1E
R,00CC,C1,0103A
R,00CC,C2,01334
R,00CC,C3,01193
R,00CC,C4,00502
R,00CC,C5,011C2
R,00CC,C6,008E1
R,00CC,C7,00BB6
R,00CC,C8,004E0
R,00CC,C9,00ACB
R,00CC,CA,00800
R,00CC,CB,00523
R,00CC,CC,00A14
R,00CC,CD,0165B
R,00CC,CE,01120
R,00CC,CF,0122B
R,00CC,D0,0165E
R,00CC,D1,015C9
R,00CC,D2,01650
R,00CC,D3,00F1C
R,00CC,D4,00403
R,00CC,D5,01310
R,00CC,D6,00594
R,00CC,D7,015CF
R,00CC,D8,004ED
R,00CC,D9,0059A
R,00CC,DA,00533
R,00CC,DB,002D5
R,00CC,DC,00888
R,00CC,DD,00695
R,00CC,DE,00293
R,00CC,DF,0069B
R,00CC,E0,014D9
R,00CC,E1,00241
R,00CC,E2,006AA
R,00CC,E3,01221
R,00CC,E4,0144C
R,00CC,E5,015FF
R,00CC,E6,00306
R,00CC,E7,00D7C
R,00CC,E8,004F0
R,00CC,E9,01522
R,00CC,EA,014B1
R,00CC,EB,00A46
R,00CC,EC,010AB
R,00CC,ED,002B7
R,00CC,EE,009E0
R,00CC,EF,0020F
R,00CC,F0,00B7C
R,00CC,F1,0144B
R,00CC,F2,00D80
R,00CC,F3,00830
R,00CC,F4,00B77
R,00CC,F5,00F50
R,00CC,F6,00947
R,00CC,F7,015D0
R,00CC,F8,003F8
R,00CC,F9,00F34
R,00CC,FA,00DB8
R,00CC,FB,01516
R,00CC,FC,00848
R,00CC,FD,00EEE
R,00CC,FE,00746
R,00CC,FF,00EDA
T,00CC,005513E9
R,00CD,00,009EF
R,00CD,01,01535
R,00CD,02,0155B
R,00CD,03,00418
R,00CD,04,0087D
R,00CD,05,008AA
R,00CD,06,01130
R,00CD,07,00ACA
R,00CD,08,004BF
R,00CD,09,00F9A
R,00CD,0A,0094E
R,00CD,0B,01149
R,00CD,0C,015D8
R,00CD,0D,00D51
R,00CD,0E,0032C
R,00CD,0F,0135A
R,00CD,10,01176
R,00CD,11,01642
R,00CD,12,0027C
R,00CD,13,00E49
R,00CD,14,01211
R,00CD,15,0086A
R,00CD,16,00E48
R,00CD,17,01619
R,00CD,18,00A1A
R,00CD,19,0152A
R,00CD,1A,0145E
R,00CD,1B,009AF
R,00CD,1C,00CC5
R,00CD,1D,01335
R,00CD,1E,00FDF
R,00CD,1F,009AF
R,00CD,20,007C8
R,00CD,21,013ED
R,00CD,22,0158C
R,00CD,23,013FE
R,00CD,24,0158F
R,00CD,25,0154B
R,00CD,26,00D03
R,00CD,27,016B1
R,00CD,28,008DF
R,00CD,29,00DBC
R,00CD,2A,00622
R,00CD,2B,006A7
R,00CD,2C,01591
R,00CD,2D,00BB4
R,00CD,2E,0094B
R,00CD,2F,00616
R,00CD,30,01252
R,00CD,31,0024F
R,00CD,32,00F25
R,00CD,33,00CCF
R,00CD,34,00236
R,00CD,35,004BB
R,00CD,36,008E3
R,00CD,37,0102E
R,00CD,38,016B1
R,00CD,39,0087E
R,00CD,3A,00653
R,00CD,3B,001D4
R,00CD,3C,01595
R,00CD,3D,00E6A
R,00CD,3E,010A6
R,00CD,3F,0026B
R,00CD,40,005C3
R,00CD,41,00E69
R,00CD,42,00F81
R,00CD,43,01375
R,00CD,44,009D7
R,00CD,45,003FF
R,00CD,46,011AA
R,00CD,47,0034D
R,00CD,48,00534
R,00CD,49,013B8
R,00CD,4A,00659
R,00CD,4B,01320
R,00CD,4C,0043C
R,00CD,4D,0149E
R,00CD,4E,01284
R,00CD,4F,01131
R,00CD,50,00D22
R,00CD,51,013AE
R,00CD,52,0064E
R,00CD,53,00739
R,00CD,54,0137D
R,00CD,55,00E4B
R,00CD,56,001DD
R,00CD,57,014AB
R,00CD,58,0046B
R,00CD,59,01224
R,00CD,5A,014B0
R,00CD,5B,01553
R,00CD,5C,0098D
R,00CD,5D,001F1
R,00CD,5E,00DB7
R,00CD,5F,006A3
R,00CD,60,005ED
R,00CD,61,00A3C
R,00CD,62,006C4
R,00CD,63,00AA1
R,00CD,64,00908
R,00CD,65,01004
R,00CD,66,01343
R,00CD,67,0150E
R,00CD,68,00E6D
R,00CD,69,01661
R,00CD,6A,00F46
R,00CD,6B,0087F
R,00CD,6C,01235
R,00CD,6D,00FE0
R,00CD,6E,01661
R,00CD,6F,00CE2
R,00CD,70,0161E
R,00CD,71,00A7C
R,00CD,72,0111B
R,00CD,73,010A9
R,00CD,74,00700
R,00CD,75,010F2
R,00CD,76,0019F
R,00CD,77,01533
R,00CD,78,00836
R,00CD,79,0078C
R,00CD,7A,00F8E
R,00CD,7B,0118A
R,00CD,7C,009CE
R,00CD,7D,0162E
R,00CD,7E,00F2E
R,00CD,7F,005D1
R,00CD,80,005C4
R,00CD,81,00A7F
R,00CD,82,0135E
R,00CD,83,011A6
R,00CD,84,008B0
R,00CD,85,005CF
R,00CD,86,0052F
R,00CD,87,0109B
R,00CD,88,00DC5
R,00CD,89,003E3
R,00CD,8A,00743
R,00CD,8B,00D97
R,00CD,8C,01116
R,00CD,8D,01364
R,00CD,8E,00694
R,00CD,8F,00E36
R,00CD,90,014AC
R,00CD,91,00751
R,00CD,92,00EA1
R,00CD,93,009BD
R,00CD,94,0034E
R,00CD,95,0082E
R,00CD,96,00D1B
R,00CD,97,003C4
R,00CD,98,01631
R,00CD,99,010BF
R,00CD,9A,006A7
R,00CD,9B,00E30
R,00CD,9C,00461
R,00CD,9D,00F6C
R,00CD,9E,01074
R,00CD,9F,0117A
R,00CD,A0,0042A
R,00CD,A1,011BB
R,00CD,A2,0139B
R,00CD,A3,0118E
R,00CD,A4,00E00
R,00CD,A5,00E08
R,00CD,A6,013A1
R,00CD,A7,015A5
R,00CD,A8,00DF5
R,00CD,A9,0131A
R,00CD,AA,01695
R,00CD,AB,0021F
R,00CD,AC,00253
R,00CD,AD,005DD
R,00CD,AE,01558
R,00CD,AF,00751
R,00CD,B0,00ED6
R,00CD,B1,0117E
R,00CD,B2,00304
R,00CD,B3,00368
R,00CD,B4,0136B
R,00CD,B5,01434
R,00CD,B6,01153
R,00CD,B7,010B1
R,00CD,B8,005BB
R,00CD,B9,00212
R,00CD,BA,00240
R,00CD,BB,003FC
R,00CD,BC,00251
R,00CD,BD,00D72
R,00CD,BE,00600
R,00CD,BF,00714
R,00CD,C0,00C1C
R,00CD,C1,0104C
R,00CD,C2,0131F
R,00CD,C3,0110F
R,00CD,C4,0053E
R,00CD,C5,01261
R,00CD,C6,00894
R,00CD,C7,00BCB
R,00CD,C8,00519
R,00CD,C9,00AAA
R,00CD,CA,00870
R,00CD,CB,0050C
R,00CD,CC,00A08
R,00CD,CD,01635
R,00CD,CE,010CA
R,00CD,CF,011EC
R,00CD,D0,01676
R,00CD,D1,015D3
R,00CD,D2,01642
R,00CD,D3,00F72
R,00CD,D4,0041E
R,00CD,D5,012C0
R,00CD,D6,0051D
R,00CD,D7,015CA
R,00CD,D8,004D5
R,00CD,D9,0055B
R,00CD,DA,005AC
R,00CD,DB,002BD
R,00CD,DC,008F1
R,00CD,DD,0067B
R,00CD,DE,00247
R,00CD,DF,00682
R,00CD,E0,014B0
R,00CD,E1,0021C
R,00CD,E2,0073B
R,00CD,E3,0124A
R,00CD,E4,01441
R,00CD,E5,0162D
R,00CD,E6,0031A
R,00CD,E7,00D65
R,00CD,E8,00599
R,00CD,E9,01513
R,00CD,EA,014A2
R,00CD,EB,00A2D
R,00CD,EC,01071
R,00CD,ED,00269
R,00CD,EE,009D3
R,00CD,EF,001EE
R,00CD,F0,00C14
R,00CD,F1,0140C
R,00CD,F2,00D62
R,00CD,F3,00891
R,00CD,F4,00B99
R,00CD,F5,00EB8
R,00CD,F6,0093B
R,00CD,F7,015B8
R,00CD,F8,0037B
R,00CD,F9,00F42
R,00CD,FA,00DB7
R,00CD,FB,01531
R,00CD,FC,00860
R,00CD,FD,00EBB
R,00CD,FE,00735
R,00CD,FF,00E9C
T,00CD,005513E9
R,00CE,00,009D7
R,00CE,01,0154F
R,00CE,02,0156E
R,00CE,03,0040D
R,00CE,04,00821
R,00CE,05,008EE
R,00CE,06,010F2
R,00CE,07,00B19
R,00CE,08,004B3
R,00CE,09,00F11
R,00CE,0A,008E1
R,00CE,0B,0118B
R,00CE,0C,015D6
R,00CE,0D,00D08
R,00CE,0E,002E9
R,00CE,0F,013AB
R,00CE,10,0116D
R,00CE,11,01644
R,00CE,12,00259
R,00CE,13,00EA2
R,00CE,14,01188
R,00CE,15,0084D
R,00CE,16,00E9F
R,00CE,17,01609
R,00CE,18,00A18
R,00CE,19,01518
R,00CE,1A,01442
R,00CE,1B,00992
R,00CE,1C,00CE8
R,00CE,1D,01379
R,00CE,1E,00FC0
R,00CE,1F,009A2
R,00CE,20,007CB
R,00CE,21,01335
R,00CE,22,01591
R,00CE,23,013B9
R,00CE,24,01581
R,00CE,25,01553
R,00CE,26,00C22
R,00CE,27,016A5
R,00CE,28,00910
R,00CE,29,00DA1
R,00CE,2A,005F7
R,00CE,2B,00686
R,00CE,2C,01545
R,00CE,2D,00BCE
R,00CE,2E,0099E
R,00CE,2F,00643
R,00CE,30,01242
R,00CE,31,00249
R,00CE,32,00F23
R,00CE,33,00CE4
R,00CE,34,00219
R,00CE,35,00472
R,00CE,36,008DF
R,00CE,37,00FFF
R,00CE,38,01683
R,00CE,39,00807
R,00CE,3A,0064F
R,00CE,3B,001D1
R,00CE,3C,01574
R,00CE,3D,00EAB
R,00CE,3E,0106B
R,00CE,3F,002A8
R,00CE,40,005E6
R,00CE,41,00E4B
R,00CE,42,00F33
R,00CE,43,0138F
R,00CE,44,00946
R,00CE,45,0044D
R,00CE,46,0115C
R,00CE,47,003A5
R,00CE,48,005A7
R,00CE,49,013B9
R,00CE,4A,006AA
R,00CE,4B,012E3
R,00CE,4C,00408
R,00CE,4D,014E1
R,00CE,4E,012EB
R,00CE,4F,01173
R,00CE,50,00D37
R,00CE,51,01396
R,00CE,52,00640
R,00CE,53,00705
R,00CE,54,0138D
R,00CE,55,00DF9
R,00CE,56,001DF
R,00CE,57,014A2
R,00CE,58,0049C
R,00CE,59,011FB
R,00CE,5A,014E6
R,00CE,5B,0156D
R,00CE,5C,0093F
R,00CE,5D,001D8
R,00CE,5E,00D4D
R,00CE,5F,00675
R,00CE,60,005D6
R,00CE,61,00A21
R,00CE,62,00650
R,00CE,63,00A5F
R,00CE,64,00907
R,00CE,65,01025
R,00CE,66,0129E
R,00CE,67,014AB
R,00CE,68,00E7A
R,00CE,69,01658
R,00CE,6A,00F16
R,00CE,6B,00820
R,00CE,6C,0126D
R,00CE,6D,00FB1
R,00CE,6E,01667
R,00CE,6F,00CF4
R,00CE,70,0161B
R,00CE,71,00A63
R,00CE,72,0115E
R,00CE,73,010DB
R,00CE,74,00749
R,00CE,75,010A1
R,00CE,76,001D2
R,00CE,77,0155C
R,00CE,78,00837
R,00CE,79,0072D
R,00CE,7A,00F19
R,00CE,7B,011F5
R,00CE,7C,009D5
R,00CE,7D,01628
R,00CE,7E,00F5B
R,00CE,7F,0061C
R,00CE,80,0062C
R,00CE,81,00A83
R,00CE,82,013A4
R,00CE,83,0119E
R,00CE,84,008AC
R,00CE,85,005CF
R,00CE,86,0055D
R,00CE,87,01073
R,00CE,88,00D45
R,00CE,89,003CA
R,00CE,8A,006D4
R,00CE,8B,00DBE
R,00CE,8C,01059
R,00CE,8D,01345
R,00CE,8E,006E6
R,00CE,8F,00E01
R,00CE,90,01500
R,00CE,91,00709
R,00CE,92,00ECC
R,00CE,93,009E9
R,00CE,94,003A4
R,00CE,95,00810
R,00CE,96,00D03
R,00CE,97,00438
R,00CE,98,0160D
R,00CE,99,010C2
R,00CE,9A,006DB
R,00CE,9B,00E28
